RT,Area,Metabolite,Confidence,SampleID
10.7075,52411,"d-Glucose, 4-O-[6-deoxy-2,3,4-tris-O-(trimethylsilyl)-à-l-mannopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.5878,M5-6
21.1453,51997,"Ethanone, 1-[2-(4-bromophenyl)-4-methyl-5-thiazolyl]-",0.4054,M5-6
7.5476,51825,"Pentasiloxane, dodecamethyl-",0.4623,M5-6
19.6253,51540,"[1,1'-Biphenyl-3-ol], 6-chloro-",0.6615,M5-6
24.8547,51369,SUC-5a,0.4572,M5-6
8.0042,50811,4-Propionyloxytetradecane,0.4373,M5-6
17.7551,2214886,Tetracosane,0.8593,M11-6
22.9533,2082394,[26519] tetratriacontane [29.185],0.8914,M11-6
19.8507,2001439,SUC-2b,0.9178,M11-6
6.4686,1994189,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8931,M11-6
20.2885,1956190,SUC-2a,0.8659,M11-6
20.9579,1863781,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-glucopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.8129,M11-6
6.9355,1795701,"1-(3-Methylbutyl)-2,3,4,6-tetramethylbenzene",0.7231,M11-6
12.0619,1683651,[736] gluconic acid lactone 2 [17.433],0.6561,M11-6
16.1663,1671500,"2,4-Dimethyl-7-oxo-4,7-dihydro-triazolo(3,2-c)triazine",0.5415,M11-6
21.083,1596547,HELICIN,0.7403,M11-6
18.5683,1574579,[10712] cellobiose 2 [24.7],0.7947,M11-6
7.9785,1552864,[1004] phosphoric acid [9.966],0.8642,M11-6
8.461,1494733,"Cyclohexaneacetic acid, trimethylsilyl ester",0.733,M11-6
18.6121,1490914,"1H-Pyrrole, 2,4-diphenyl-",0.6466,M11-6
12.2539,1470990,"Pentasiloxane, dodecamethyl-",0.636,M11-6
19.2314,1361235,[5988] Sucrose [23.988],0.7801,M11-6
12.8091,1305075,"Glucofuranoside, methyl 2,3,5,6-tetrakis-O-(trimethylsilyl)-, à-D-",0.7013,M11-6
17.8052,1260052,Eicosyl acetate,0.8985,M11-6
23.8916,1255412,[26519] tetratriacontane [29.185],0.8797,M11-6
22.9095,1217206,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.7419,M11-6
14.044,1203560,[6912] xylitol [15.376],0.6915,M11-6
16.7355,1125214,"D-Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-",0.8269,M11-6
14.1893,1101137,[604] gluconic acid 2 [18.297],0.8622,M11-6
6.6917,1075764,Methyl 2-[2-(4-chlorophenyl)-5-methyl-1H-imidazol-1-yl]dithiobenzoate,0.5643,M11-6
25.0113,1059200,[5321515] stigmasterol [28.442],0.7952,M11-6
8.8968,1051893,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8442,M11-6
17.3235,1030440,"D-Glucuronic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.7558,M11-6
16.9482,1020174,Tricosane,0.8776,M11-6
13.6237,1014724,"L-Ascorbic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.5857,M11-6
10.085,973635,[33032] L-glutamic acid 3 (dehydrated) [13.232],0.7756,M11-6
12.7261,901333,"á-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.8127,M11-6
13.3798,893975,GLC-5a,0.7112,M11-6
16.8481,887060,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.8919,M11-6
13.1671,882717,"d-(+)-Gluconic acid ë-lactone, tetrakis(trimethylsilyl) ether",0.7868,M11-6
18.6934,869058,[439559] palatinose [25.482],0.8053,M11-6
6.4997,839934,"Ether, 2-chloro-2-chloroethyl-1-methoxyethyl-",0.666,M11-6
11.8544,835473,"2,2'-Biazulene, 1,1',4,4'-tetramethyl-7,7'-bis(1-methylethyl)-",0.4906,M11-6
22.653,812368,"Gulose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.7678,M11-6
14.3657,804882,"D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.7966,M11-6
7.8487,794914,"Urea, N,N'-bis(trimethylsilyl)-",0.6496,M11-6
8.2327,783271,[444266] maleic acid [10.323],0.8514,M11-6
8.3884,781641,[1110] succinic acid [10.509],0.8169,M11-6
15.8097,768512,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.8263,M11-6
18.143,764144,"à-D-Galactopyranosiduronic acid, methyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",0.7496,M11-6
7.6827,746708,[1004] phosphoric acid [9.966],0.884,M11-6
18.168,741030,2-Benzylquinoline,0.5105,M11-6
18.0241,719530,[10467] arachidic acid [22.367],0.8055,M11-6
16.1163,715064,Docosane,0.8897,M11-6
16.2977,710560,"9,12-Octadecadienoic acid (Z,Z)-, trimethylsilyl ester",0.6936,M11-6
8.1082,707812,Benzothiazole,0.6109,M11-6
21.2268,699551,"3-Phorbinepropanoic acid, 9-ethenyl-14-ethyl-13-formyl-4,8,8-trimethyl-20-oxo, methyl ester",0.6238,M11-6
13.302,690970,"á-L-Arabinopyranose, 1,2,3,4-tetrakis-O-(trimethylsilo)-",0.779,M11-6
19.1376,673346,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-glucopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.8218,M11-6
7.0497,673199,OXALIC ACID,0.8534,M11-6
11.9581,672452,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",0.6976,M11-6
18.3181,668746,"D-Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-",0.7825,M11-6
18.7497,648169,[439242] Raffinose [29.282],0.7682,M11-6
23.1222,638888,"Silane, dimethyl(4-phenylphenoxy)heptadecyloxy-",0.6037,M11-6
21.5396,628522,[16219957] sedoheptulose anhydride monohydrate [17.766],0.6583,M11-6
12.1346,618802,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",0.8259,M11-6
11.1072,599777,"Pentonic acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",0.7324,M11-6
13.5822,565904,[6251] D-mannitol [17.81],0.8037,M11-6
10.9723,560536,"Pentonic acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",0.7255,M11-6
20.5763,558357,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-glucopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7255,M11-6
24.9613,556299,TRIACONTANE,0.6991,M11-6
13.0685,555686,[736] gluconic acid lactone 3 [17.721],0.6449,M11-6
18.4182,553501,SUCROSE,0.8171,M11-6
10.6247,548924,"Propanedioic acid, bis[(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester",0.7015,M11-6
25.7494,543428,"1'H-Cholest-2-eno[3,2-b]indol-6-one, 1'-methyl-, (5á)-",0.6614,M11-6
7.3299,524686,"5-Amino-2-(2-methylpropyl)-1-pentyl-1,2-dihydro-3H-pyrrole-3,3,4-tricarbonitrile",0.4151,M11-6
20.1947,520616,[92817] melezitose [29.884],0.8762,M11-6
19.4441,517288,"1,2,3-Tris[4,5,6,7-tetrahydrobenzimidazole-2-yl]propane",0.4553,M11-6
12.9284,513027,[11005] myristic acid [16.887],0.8296,M11-6
19.5129,504353,"6H,16H-Dibenzo[h,q][1,7,4,10,16]dioxatriazacyclooctadecine, 7,8,9,10,17,18,19,20,21,22-decahydro-8-[(4-methylphenyl)sulfonyl]-",0.5403,M11-6
25.7432,479903,"Benzene, 1-[2-(4-butylcyclohexyl)ethyl]-4-(4-pentylcyclohexyl)-",0.9836,M11-6
20.7827,445628,[192826] maltotriose 2 [30.668],0.7056,M11-6
12.9025,445062,"á-D-Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-",0.6109,M11-6
11.9841,436038,[754] glycerol 1-phosphate [16.056],0.7942,M11-6
7.278,429812,"Pentasiloxane, dodecamethyl-",0.646,M11-6
17.7176,427357,"Gulose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.803,M11-6
13.7015,421669,"Talose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.5993,M11-6
17.6175,417893,"Succinic acid, heptyl 3-(2-methoxyethyl)heptyl ester",0.553,M11-6
9.7374,405475,"Thiazolo[4,5-f]quinoline, 2,7,9-trimethyl-",0.7414,M11-6
12.6897,391020,"á-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.8373,M11-6
15.2718,387828,GLC-5a,0.5163,M11-6
7.8954,383727,[1004] phosphoric acid [9.966],0.8636,M11-6
18.0742,368290,SUCROSE,0.8063,M11-6
6.8888,355863,[5280335] D-sphingosine  3 [22.527],0.5517,M11-6
10.4742,355023,Xylulose tetrakis(trimethylsilyl)-,0.6804,M11-6
7.4025,353495,Dimethyloctylmethoxysilane,0.707,M11-6
11.2058,353309,"Benzothiazole, 2-(methylthio)-",0.8549,M11-6
8.6115,352214,[66868] porphine 1 [10.77],0.7855,M11-6
17.1797,343497,"à-D-Mannopyranoside, methyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.7155,M11-6
20.8765,341478,[11333] lactulose 2 [24.431],0.4349,M11-6
12.6171,339744,"Ribo-5-Hexulosonic acid, 2,3,4,6-tetrakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.5856,M11-6
14.1322,335954,"Arabinopyranose, tetrakis-O-(trimethylsilyl)-, à-D-",0.6976,M11-6
20.0383,329934,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-glucopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7091,M11-6
9.7063,326726,Pyridine,0.7699,M11-6
21.9337,317915,[439451] galactinol 2 [26.479],0.6008,M11-6
20.8202,315016,Tocopherol-ç-tms-derivative (high mass adjustment=100%),0.6194,M11-6
26.2061,314692,Eicosane,0.751,M11-6
19.7131,310867,"Terephthalic acid, dodecyl 3,5-difluorophenyl ester",0.6642,M11-6
14.6822,310622,"à-L-Mannopyranose, 6-deoxy-1,2,3,4-tetrakis-O-(trimethylsilyl)-",0.6115,M11-6
6.8318,308569,"1-(3-Methylbutyl)-2,3,4,6-tetramethylbenzene",0.7382,M11-6
21.696,306976,"18,19-Secoyohimban-19-oic acid, 16-methyl-, methyl ester, (15à,20.xi.)-",0.4927,M11-6
15.472,304038,[C18] Methyl Stearate [19.663],0.8223,M11-6
7.5789,296974,"Thiazolo[4,5-f]quinoline, 2,7,9-trimethyl-",0.5714,M11-6
9.1822,282455,"Thiazolo[5,4-f]quinoline, 2,7,9-trimethyl-",0.5877,M11-6
25.7557,271295,"Acetamide, 2,2-diflyoro-2-(2,3,3,4,4,5,5-heptafluoro-2-furyl)-N-(2-methoxy-3-dibenzo[b,d]furyl)-",0.7027,M11-6
14.0803,262965,"1-Pyrroline, 2-methylthio-4,4,5-trimethyl-5-[(2-methylthio-4,4,-dimethyl-1-pyrrolinidenyl-5)methylene]-",0.6156,M11-6
22.8782,257842,"Glucopyranoside, O-1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl-(2.fwdarw.1)-O-3,4,6-tris-O-(trimethylsilyl)-á-D-fructofuranosyl-(2.fwdarw.1)-3,4,6-tris-O-(trimethylsilyl)-á-D-fructofuranosyl, à-D-",0.5364,M11-6
17.0983,252393,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.7729,M11-6
22.1714,251507,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.6216,M11-6
6.344,245958,"Disiloxane, hexamethyl-",0.6489,M11-6
13.4784,245919,N-(2-Acetylcyclopentylidene)-4-nitroaniline,0.5977,M11-6
12.0256,244792,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",0.7604,M11-6
18.9311,243152,[5280335] D-sphingosine  3 [22.527],0.4071,M11-6
8.7723,234318,"Nonanoic acid, trimethylsilyl ester",0.595,M11-6
14.5058,228691,"Palmitelaidic acid, trimethylsilyl ester",0.6001,M11-6
19.7819,228573,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.6341,M11-6
22.5717,225304,"7-[2-(Ethoxycarbonyl)-3à,5á-dimethoxycyclopentyl-1]-heptanoic acid, ethyl ester",0.4494,M11-6
10.8633,224665,"1,2-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",0.8204,M11-6
15.253,222452,Eicosane,0.8057,M11-6
21.402,218078,"Benzoic acid, 2,6-bis(trimethylsiloxy)-, methyl ester",0.6259,M11-6
19.5942,216065,4-Trimethylsilyloxy-4-phenylbut-1-ene,0.5874,M11-6
10.9827,214239,4-HYDROXYBENZOIC ACID,0.5996,M11-6
10.7907,210553,"l-Mannopyranose, 6-deoxy-1,2,3,4-tetrakis-O-(trimethylsilyl)-",0.5876,M11-6
7.9421,206498,N-(2-Methylphenyl)-3-trimethylsilyloxybut-2-enamide,0.5583,M11-6
17.0295,206200,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.6926,M11-6
10.2355,201738,"2,2-Bis[4'-cyanooxyphenyl]propane",0.5998,M11-6
9.6959,201060,"Ethene, ethoxy-",0.8948,M11-6
11.4445,196614,"à-DL-Lyxopyranose, 1,2,3,4-tetrakis-O-(trimethylsilyl)-",0.5647,M11-6
18.3869,191066,Hexamethylcyclotrisilazane,0.6875,M11-6
18.8623,186815,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",0.6594,M11-6
12.0827,182873,"Disilane, 1,1'-(1,2-ethanediyl)bis[1,1,2,2,2-pentamethyl-",0.4085,M11-6
8.7671,180858,tert-Butyl-[2-(tert-butyldimethylsilyl)oxyethoxy]dimethylsilane,0.6337,M11-6
9.1926,180356,"Furo[2,3-b]quinolin-4(9H)-one, 7-methoxy-9-(3-methyl-2-butenyl)-",0.6231,M11-6
10.0591,180112,"Anthra[2,3-b]furo[3,2-d]furan-5,10-dione, 2,3,3a,12a-tetrahydro-2,3a,4,6,9-pentahydroxy-, [2R-(2à,3aá,12aá)]-",0.4005,M11-6
21.8399,179357,"Sulfurous acid, butyl undecyl ester",0.6242,M11-6
6.6865,172854,"10,10-Dimethyl-9-(ç-aminopropyl)-9,10-dihydro-10-sila-2-azaanthracene",0.5001,M11-6
8.1445,166459,"Disiloxane, hexamethyl-",0.7512,M11-6
7.7969,165693,Cadaverine tri-TMS,0.5343,M11-6
19.9445,163845,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.5761,M11-6
11.4393,157157,"Mannonic acid, 2,3,4,6-tetrakis-O-(trimethylsilyl)-, lactone",0.5768,M11-6
9.1407,155896,"2-Butenoic acid, 3-methyl-2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.6179,M11-6
23.5288,150945,"[1,1'-Biphenyl]-4-ol, 4'-chloro-, acetate",0.5089,M11-6
6.4167,148843,Methyltris(trimethylsiloxy)silane,0.6205,M11-6
6.5983,147968,"1-[2-t-Butyl-4-quinolyl]-2-[diethylamino]-1,3-propanediol",0.4567,M11-6
7.2469,146593,"2-Methoxy-1,3-dioxolane",0.5918,M11-6
20.4262,145685,"4,4-Dipropylheptane",0.4856,M11-6
20.3886,144707,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-glucopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.637,M11-6
23.3036,144693,"18,19-Secoyohimban-19-oic acid, 16-methyl-, methyl ester, (15à,20.xi.)-",0.4254,M11-6
16.5979,144627,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, L-",0.5933,M11-6
7.2832,144285,"1,2-Dihydroxyanthraquinone, O,O'-bis(trimethylsilyl)-",0.7831,M11-6
8.7049,144074,L-SERINE,0.6549,M11-6
20.2635,142207,"L-Proline, N-(3-methoxybenzoyl)-, nonyl ester",0.6357,M11-6
11.569,141834,"1,6-Anhydro-á-d-glucose, tris(trimethylsilyl) ether",0.7597,M11-6
15.5908,141018,[10465] heptadecanoic acid [19.8],0.592,M11-6
9.7789,138897,"[2,6'-Bi-2H-1-benzopyran]-4(3H)-one, 3,5,7-trihydroxy-5'-methoxy-2',2'-dimethyl-, (2S-trans)-",0.4473,M11-6
20.3386,133498,Dibenzylidene styracitol,0.4449,M11-6
19.3377,132376,SUC-3b,0.4145,M11-6
19.6005,132242,"[1,1'-Biphenyl-3-ol], 6-chloro-",0.5772,M11-6
7.4337,131032,"1,1,3,3-Tetramethyl-1,3-disilaphenalane",0.568,M11-6
22.6343,131029,"Tetracosane, 11-decyl-",0.5508,M11-6
12.2954,130547,"4-Imidazolecarboxamide, 5-amino-1-(benzo-18-crown-4'-yl)-",0.5027,M11-6
15.7409,128717,1-(2-Adamantyloxy)-1-ethyl-1-silacylopentane,0.5954,M11-6
19.8819,123667,"Benzo[1,2-c:4,5-c']dipyrrole-1,3,5,7(2H,6H)-tetrone, 2,6-bis(4-hydroxyphenyl)-",0.5709,M11-6
23.6414,123194,"Hydroxylamine, O-decyl-",0.5268,M11-6
21.108,121476,"Eicosane, 3-methyl-",0.5849,M11-6
6.3181,120862,Methyltris(trimethylsiloxy)silane,0.8295,M11-6
22.4591,120664,"2-Phenyl-3-methyl-pyrrolo(2,3-b)pyrazine",0.5392,M11-6
22.7344,120088,"Oxalic acid, allyl nonyl ester",0.617,M11-6
22.1339,119747,Hentriacontane,0.4156,M11-6
21.1893,119232,"Carbonic acid, isobutyl pentyl ester",0.493,M11-6
21.5959,117118,"Quinoline, 2-(phenylazo)-",0.6627,M11-6
12.1761,117074,"Glucopyranoside, O-1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl-(2.fwdarw.1)-O-3,4,6-tris-O-(trimethylsilyl)-á-D-fructofuranosyl-(2.fwdarw.1)-3,4,6-tris-O-(trimethylsilyl)-á-D-fructofuranosyl, à-D-",0.5226,M11-6
19.1751,116373,Tetracosamethyl-cyclododecasiloxane,0.4946,M11-6
12.7779,115950,"Naphth[2,3-b]azet-2(1H)-one, 1-phenyl-",0.6163,M11-6
19.3628,114477,"2,5-Diphenyl-5,6-dihydro-[1,2,4]triazolo[5,1-b][1,3]thiazin-7-one",0.7065,M11-6
9.2756,113444,"2,4-Imidazolidinedione, 5-(4-methoxyphenyl)-1,3,5-trimethyl-",0.4752,M11-6
9.9294,108522,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.5951,M11-6
10.7855,104024,4-Iodopropylbenzene,0.4841,M11-6
16.085,103550,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,0.7328,M11-6
9.9917,102028,[156807] D-lyxosylamine 1 [14.737],0.4688,M11-6
11.1695,100667,[3893] lauric acid [14.789],0.6055,M11-6
8.2586,100465,"2-[1-(Toluene-4-sulfonyl)ethyl]benzenesulfonic acid, fluoromethyl ester",0.4291,M11-6
11.4808,9.91E+04,O-Trifluoroacetyl-thymol,43.13%,M11-6
17.3673,9.91E+04,"(2-Methoxy-1,3,2-thiozin)[5,10,9]androstan-17-ol-3,11-dione, acetate",50.82%,M11-6
13.6496,9.86E+04,[6251] D-mannitol [17.81],73.36%,M11-6
20.6889,9.73E+04,"22-Methyl-tricosane-1,2-diol, isopropylidene derivative ",66.52%,M11-6
9.1044,9.64E+04,"1-Imidazolidinecarboxylic acid, 2-(1,1-dimethylethyl)-5-(cyanomethyl)-3-methyl-4-oxo-, (1,1-dimethylethyl)ester",48.80%,M11-6
18.193,9.38E+04,"Terephthalic acid, 3-chlorophenyl octyl ester",55.95%,M11-6
13.852,9.27E+04,Sigmodal-permethylated,56.50%,M11-6
20.0884,9.03E+04,[445154] resveratrol [24.507],48.83%,M11-6
6.9719,8.93E+04,"[1,3,5]Triazine-2,4-diamine, 6-methoxy-N,N,N',N'-tetramethyl-",48.92%,M11-6
7.5478,8.87E+04,"1,1,1,3,5,5,7,7,7-Nonamethyl-3-(trimethylsiloxy)tetrasiloxane",74.21%,M11-6
24.6735,8.85E+04,"Carbonic acid, isobutyl pentyl ester",51.46%,M11-6
10.386,8.82E+04,"Phenylpyruvic acid, tert-butyldimethylsilyl ether, tert-butyldimethylsilyl ester",40.85%,M11-6
8.8242,8.77E+04,"Hexasiloxane, tetradecamethyl-",65.34%,M11-6
6.9148,8.65E+04,"Butanoic acid, dimethyl(isopropyl)silyl ester",40.14%,M11-6
21.8962,8.58E+04,1-Dimethyl(butyl)silyloxyoctadecane,65.76%,M11-6
25.9121,8.53E+04,"Acetone, 1-[4-(dimethylaminoethoxy)phenyl]-",41.89%,M11-6
20.1384,8.33E+04,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",58.69%,M11-6
17.8427,8.24E+04,"1-(2-Methoxy-phenyl)-4,4,6-trimethyl-2-(3-phenyl-allylsulfanyl)-1,4-dihydro-pyrimidine",41.36%,M11-6
17.849,8.15E+04,[5988] Sucrose [23.988],44.64%,M11-6
24.1731,7.99E+04,1-Azabicyclo[3.1.0]hexane,59.54%,M11-6
9.2393,7.92E+04,"(Z,Z)-3-Methyl-3H-cyclonona(def)biphenylene",42.79%,M11-6
7.9162,7.78E+04,"2-Butenoic acid, 3-methyl-2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",66.28%,M11-6
10.7077,7.55E+04,Per-O-(trimethylsilyl)-à-D-mannopyranuronic acid,45.93%,M11-6
20.6013,7.54E+04,"2-Thiophenecarboxylic acid, 2-biphenyl ester",61.04%,M11-6
20.4825,7.49E+04,"2-Hexanol, 3,4-dimethyl-",42.35%,M11-6
25.9058,7.42E+04,"Tritriacontane, 3-methyl-",41.20%,M11-6
22.5342,7.21E+04,"Carbonic acid, dithio-, S-methyl O-(2-methylcyclohexyl) ester, cis-",73.80%,M11-6
24.7486,7.12E+04,"Silane, [[(3á,24.xi.)-ergost-5-en-3-yl]oxy]trimethyl-",64.12%,M11-6
8.1134,7.09E+04,"1H-Pyrrolo[2,3-b]pyridine, 3-iodo-",58.29%,M11-6
10.1421,7.04E+04,"1,3-Butadiyne",72.64%,M11-6
11.7091,7.00E+04,"5',6'-Dihydro-3á-hydroxyandrost-5,16-dieno[16,17-b][1,4]dithiine",49.66%,M11-6
12.9647,6.86E+04,"Phenethylamine, 2,3,4-trimethoxy-à-methyl-",64.03%,M11-6
15.2217,6.86E+04,"Methyl 11,14-octadecadienoate ",66.30%,M11-6
13.4577,6.81E+04,4-Methyl-5-nonanone,64.98%,M11-6
11.3563,6.79E+04,"Heptasiloxane, hexadecamethyl-",45.80%,M11-6
8.5025,6.78E+04,"1,3-Butadiyne",70.82%,M11-6
25.0363,6.77E+04,"4,5-Dihydroxyanthraquinone-2-carboxylic acid, O,O',O''-tris(trimethylsilyl)- ",79.43%,M11-6
9.4624,6.70E+04,2-Methoxy-5-hydroxy-6-triphenylmethoxymethyl-oxacyclohexane,65.51%,M11-6
13.9195,6.64E+04,"Isophthalic acid, di(2-methylprop-2-en-1-yl) ester",74.06%,M11-6
12.1294,6.58E+04,7-Benzylquinoline,57.86%,M11-6
11.6157,6.57E+04,"1,1,3,3,5,5-Hexamethyl-1,5-diphenyl-trisiloxane",57.71%,M11-6
23.4412,6.49E+04,"1-(3-Methylbutyl)-2,3,4-trimethylbenzene",53.20%,M11-6
16.6417,6.36E+04,"N,N'-Thiobismorpholine",73.27%,M11-6
8.3469,6.15E+04,"Glycine, N-ethyl-N-(2-methoxyethoxycarbonyl)-, 2-methoxyethyl ester",57.98%,M11-6
12.036,6.11E+04,"Benzo[1,2-c:3,4-c':5,6-c'']tris[1,2,5]oxadiazole",55.53%,M11-6
21.7085,6.07E+04,7H-Benzo[c]carbazole,50.72%,M11-6
7.0912,6.02E+04,Pyridazine,57.68%,M11-6
9.8204,5.94E+04,"1,3-Butadiyne",87.34%,M11-6
6.7695,5.93E+04,"Cyclohexanol, 2,2-dichloro-1-methyl-",48.05%,M11-6
7.5011,5.88E+04,"Thiazolo[4,5-f]quinoline, 2,7,9-trimethyl-",55.98%,M11-6
19.0813,5.83E+04,"Silane, dimethylpentyloxyhexadecyloxy-",61.10%,M11-6
22.2527,5.75E+04,"Lanost-8-ene-3á,7à-diol, 3-acetate",61.28%,M11-6
11.2577,5.73E+04,"Phenanthro[9,10-d]oxazole, 2-methyl-",64.99%,M11-6
22.4967,5.64E+04,"2-Butoxy-3,4-dihydropyran",43.96%,M11-6
20.4574,5.55E+04,"Silane, dimethylpentyloxyoctadecyloxy-",64.44%,M11-6
13.5666,5.41E+04,"Benzo[1,2-c:3,4-c':5,6-c'']tris[1,2,5]oxadiazole",60.54%,M11-6
10.4327,5.35E+04,"Benzamide, 3-trifluoromethyl-N-methallyl-",46.86%,M11-6
20.5262,5.31E+04,"Androstan-17-one, 3-[(tripropylsilyl)oxy]-, (3á,5à)-",58.69%,M11-6
12.8713,5.27E+04,"Chromium, (ü-5-cyclopentadienyl)-(ü-6-naphthalene)",78.78%,M11-6
16.4853,5.25E+04,"p-Toluic acid, morpholide",71.93%,M11-6
13.5095,5.17E+04,"L-Ascorbic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-",76.15%,M11-6
25.8558,5.15E+04,"5H-Dibenzo[a,d]cycloheptene, 5-methylene-",79.83%,M11-6
8.9695,5.12E+04,3-Methyl-1-trihexylsilyloxybenzene,56.94%,M11-6
10.1577,5.11E+04,"1,3-Butadiyne",70.91%,M11-6
25.3178,5.10E+04,"3(2H)-Benzofuranone, 6-methoxy-2-[(3-methoxyphenyl)methylene]-, (E)-",53.83%,M11-6
21.1393,5.09E+04,"(2-Methyl-benzoimidazol-1-yl)-acetic acid, methyl ester",40.73%,M11-6
10.5468,5.09E+04,"à-DL-Lyxofuranoside, methyl 2,3,5-tris-O-(trimethylsilyl)-",67.25%,M11-6
9.4001,5.07E+04,"3-Isopropoxy-1,1,1,5,5,5-hexamethyl-3-(trimethylsiloxy)trisiloxane",58.23%,M11-6
6.6554,5.04E+04,2-(Cyanoimino)oxazolidine,54.83%,M11-6
,,,,
,589000000,D-MALIC ACID,,M1-6
9.675,462596273,"DL-Malic acid, O-trimethylsilyl-, bis(trimethylsilyl) ester",0.87,M1-6
,418000000,ascorbic sum,,M1-6
,375000000,suc sum,,M1-6
13.7896,301197676,"L-Ascorbic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7259,M1-6
19.4127,235317561,[5988] Sucrose [23.988],0.939,M1-6
11.6727,118253030,ADONITOL,0.948,M1-6
17.5799,112252704,"Enterodiol [2,3-bis(3-hydroxybenzyl)butane-1,4-diol tetratms]",0.5268,M1-6
,108000000,glucose sum,,M1-6
19.469,92580505,GLC-1a,0.6689,M1-6
