RT,Area,Metabolite,Confidence,SampleID,plant,time,species,adonitol,nm area
6.4477,206129,"Tetrasiloxane, decamethyl-",0.7115,M7-6,7,6,yf,0.978901865,210571.6695
6.4477,3723,"Furan, tetrahydro-2,4-dimethyl-, cis-",0.7007,M9-4,9,4,yf,0.874,4259.7254
6.4528,448210,[8871] 2-hydroxypyridine [6.519],0.6278,M1-3,1,3,ya,1.130067207,396622.4284
6.4528,402422,"Acetic acid benzo[1,2,5]thiadiazol-4-yl ester",0.5635,M5-6,5,6,ya,0.652816243,616439.9311
6.4529,361669,[8871] 2-hydroxypyridine [6.519],0.8575,M11-3,11,3,ya,1.052280991,343700.0222
6.453,443428,[8871] 2-hydroxypyridine [6.519],0.6995,M3-6,3,6,ya,0.902066748,491568.9455
6.458,7674706,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8934,M4-3,4,3,ya,1.08069455,7101642.183
6.458,428044,[8871] 2-hydroxypyridine [6.519],0.7087,M12-6,12,6,yf,0.921003676,464758.1886
6.4581,3376699,"Tetrasiloxane, decamethyl-",0.7355,M3-3,3,3,ya,1.049216459,3218305.403
6.4582,448679,Methyltris(trimethylsiloxy)silane,0.8967,M11-1,11,1,ya,1.05,427313.3333
6.4632,417752,Methyltris(trimethylsiloxy)silane,0.9018,M5-1,5,1,ya,0.973,429344.296
6.4632,2752251,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9052,M9-3,9,3,yf,1.046478288,2630012.52
6.4633,497870,Methyltris(trimethylsiloxy)silane,0.8918,M11-5,11,5,ya,0.976,510112.7049
6.4634,458161,Methyltris(trimethylsiloxy)silane,0.8895,M9-1,9,1,yf,1.08,424223.1481
6.4634,363934,[8871] 2-hydroxypyridine [6.519],0.858,M12-3,12,3,yf,1.069914829,340152.3095
6.4683,2082955,Methyltris(trimethylsiloxy)silane,0.9095,M4-2,4,2,ya,1.09,1910967.89
6.4683,412289,Methyltris(trimethylsiloxy)silane,0.883,M6-5,6,5,ya,0.964,427685.6846
6.4683,2577938,Methyltris(trimethylsiloxy)silane,0.938,M10-5,10,5,yf,0.73,3531421.918
6.4683,517867,Methyltris(trimethylsiloxy)silane,0.8933,M12-5,12,5,yf,1.01,512739.604
6.4684,619208,Methyltris(trimethylsiloxy)silane,0.8811,M1-2,1,2,ya,1.02,607066.6667
6.4684,476080,Methyltris(trimethylsiloxy)silane,0.8741,M1-5,1,5,ya,1.08,440814.8148
6.4684,427475,Methyltris(trimethylsiloxy)silane,0.8966,M2-2,2,2,yf,1.01,423242.5743
6.4684,544366,Methyltris(trimethylsiloxy)silane,0.909,M3-1,3,1,ya,0.949,573620.6533
6.4684,474318,Methyltris(trimethylsiloxy)silane,0.8842,M3-5,3,5,ya,0.892,531746.6368
6.4684,546259,Methyltris(trimethylsiloxy)silane,0.915,M5-4,5,4,ya,0.874,625010.2975
6.4684,87466,4-Hydroxy-3-nitrobenzaldehyde,0.6939,M5-6,5,6,ya,0.652816243,133982.5731
6.4684,425650,Methyltris(trimethylsiloxy)silane,0.8826,M7-2,7,2,yf,1.23,346056.9106
6.4684,298411,Methyltris(trimethylsiloxy)silane,0.884,M7-5,7,5,yf,1.01,295456.4356
6.4684,427980,Methyltris(trimethylsiloxy)silane,0.878,M8-5,8,5,yf,1.19,359647.0588
6.4684,255878,"Tetrasiloxane, decamethyl-",0.7861,M9-6,9,6,yf,1.067246333,239755.333
6.4684,794670,Methyltris(trimethylsiloxy)silane,0.923,M10-2,10,2,yf,0.923,860964.247
6.4684,6578504,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9157,M10-3,10,3,yf,0.904217838,7275353.045
6.4684,204299,Methyltris(trimethylsiloxy)silane,0.8611,M10-4,10,4,yf,1.05,194570.4762
6.4684,1531793,LACTIC ACID,0.8954,M10-6,10,6,yf,1.004145856,1525468.627
6.4685,655345,Methyltris(trimethylsiloxy)silane,0.9172,M1-4,1,4,ya,0.736,890414.4022
6.4685,372491,Methyltris(trimethylsiloxy)silane,0.8518,M2-5,2,5,yf,0.825,451504.2424
6.4685,906292,Methyltris(trimethylsiloxy)silane,0.9227,M4-4,4,4,ya,0.59,1536088.136
6.4685,684043,Methyltris(trimethylsiloxy)silane,0.8917,M4-5,4,5,ya,0.974,702302.8747
6.4685,545311,Methyltris(trimethylsiloxy)silane,0.8968,M5-5,5,5,ya,0.928,587619.6121
6.4685,950649,Methyltris(trimethylsiloxy)silane,0.9332,M6-2,6,2,ya,0.936,1015650.641
6.4685,767159,Methyltris(trimethylsiloxy)silane,0.9168,M6-4,6,4,ya,1.01,759563.3663
6.4685,317456,Methyltris(trimethylsiloxy)silane,0.8597,M7-1,7,1,yf,1.24,256012.9032
6.4685,451566,Methyltris(trimethylsiloxy)silane,0.8772,M7-4,7,4,yf,0.985,458442.6396
6.4685,405346,Methyltris(trimethylsiloxy)silane,0.891,M8-1,8,1,yf,0.94,431219.1489
6.4685,355051,"Tetrasiloxane, decamethyl-",0.8775,M8-2,8,2,yf,0.957,371004.1797
6.4685,460541,Methyltris(trimethylsiloxy)silane,0.8749,M9-4,9,4,yf,0.874,526934.7826
6.4685,382485,Methyltris(trimethylsiloxy)silane,0.8778,M9-5,9,5,yf,1.03,371344.6602
6.4685,247095,"Tetrasiloxane, decamethyl-",0.8448,M10-1,10,1,yf,1.07,230929.9065
6.4685,780723,Methyltris(trimethylsiloxy)silane,0.9181,M11-2,11,2,ya,0.933,836787.7814
6.4685,1876441,Methyltris(trimethylsiloxy)silane,0.941,M11-4,11,4,ya,0.786,2387329.517
6.4685,365470,Methyltris(trimethylsiloxy)silane,0.8529,M12-1,12,1,yf,1.11,329252.2523
6.4685,287061,Methyltris(trimethylsiloxy)silane,0.8593,M12-2,12,2,yf,1.17,245351.2821
6.4686,274651,"Tetrasiloxane, decamethyl-",0.8284,M2-1,2,1,yf,1.26,217976.9841
6.4686,372728,Methyltris(trimethylsiloxy)silane,0.886,M2-4,2,4,yf,0.947,393588.1732
6.4686,854949,Methyltris(trimethylsiloxy)silane,0.9187,M3-2,3,2,ya,0.959,891500.5214
6.4686,498348,Methyltris(trimethylsiloxy)silane,0.9223,M5-2,5,2,ya,0.945,527352.381
6.4686,1994189,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8931,M11-6,11,6,ya,0.703655099,2834043.273
6.4686,445708,Methyltris(trimethylsiloxy)silane,0.8949,M12-4,12,4,yf,0.947,470652.5871
6.4735,854659,Methyltris(trimethylsiloxy)silane,0.9138,M1-1,1,1,ya,1.05,813960.9524
6.4735,2736914,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9156,M1-3,1,3,ya,1.130067207,2421903.744
6.4736,1598062,[8871] 2-hydroxypyridine [6.519],0.793,M7-6,7,6,yf,0.978901865,1632504.807
6.4737,446804,[8871] 2-hydroxypyridine [6.519],0.8349,M1-6,1,6,ya,1.065342613,419399.3507
6.4737,569160,Methyltris(trimethylsiloxy)silane,0.9042,M3-4,3,4,ya,0.926,614643.6285
6.4737,1074388,Methyltris(trimethylsiloxy)silane,0.8957,M4-1,4,1,ya,1.32,813930.303
6.4738,3559034,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8454,M3-6,3,6,ya,0.902066748,3945422.009
6.4738,875267,Methyltris(trimethylsiloxy)silane,0.9169,M6-1,6,1,ya,1.21,723361.157
6.4738,6858942,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9053,M7-3,7,3,yf,1.165711342,5883911.18
6.4738,257667,Methyltris(trimethylsiloxy)silane,0.8767,M8-4,8,4,yf,1.01,255115.8416
6.4738,197970,Methyltris(trimethylsiloxy)silane,0.6859,M9-2,9,2,yf,1.25,158376
6.4787,2578406,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9172,M6-3,6,3,ya,0.991329883,2600956.598
6.4788,538804,[8871] 2-hydroxypyridine [6.519],0.8696,M4-6,4,6,ya,1.134936486,474743.7468
6.4788,817728,Methyltris(trimethylsiloxy)silane,0.5734,M8-3,8,3,yf,0.958779423,852884.3862
6.4788,1000767,"2-Propanol, 1,3-dibromo-",0.6919,M11-3,11,3,ya,1.052280991,951045.4038
6.4789,421535,[8871] 2-hydroxypyridine [6.519],0.8276,M3-3,3,3,ya,1.049216459,401761.711
6.4789,22392,"l-Norvaline, N-(2-methoxyethoxycarbonyl)-, heptyl ester",0.7793,M9-1,9,1,yf,1.08,20733.33333
6.479,7733,2-Ethyl-6-methyl-pyridin-3-ol,0.758,M2-1,2,1,yf,1.26,6137.301587
6.4839,5215094,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8756,M12-6,12,6,yf,0.921003676,5662403.026
6.484,298056,"Tetrasiloxane, decamethyl-",0.8206,M2-6,2,6,yf,1.073152649,277738.6799
6.4841,9906536,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9026,M2-3,2,3,yf,1.027223171,9643995.85
6.4841,1802,"Benzeneacetic acid, methyl ester",0.5336,M2-4,2,4,yf,0.947,1902.851109
6.4841,9714,Deoxyquinine,0.61,M4-5,4,5,ya,0.974,9973.305955
6.4841,639975,Methyltris(trimethylsiloxy)silane,0.8626,M6-6,6,6,ya,0.872489243,733504.7451
6.4841,3290,"1,2,3-Benzenetriol",0.6457,M11-5,11,5,ya,0.976,3370.901639
6.4841,53204,"4-Pyrimidinamine, 6-methyl-",0.6311,M12-4,12,4,yf,0.947,56181.62619
6.4891,6286,"4,4'-Bitriazolyl",0.7334,M1-5,1,5,ya,1.08,5820.37037
6.4891,210543,"Hexanal, 5,5-dimethyl-",0.6853,M9-3,9,3,yf,1.046478288,201191.9429
6.4892,12799,"Ethane, 1,2-dibromo-",0.7293,M2-2,2,2,yf,1.01,12672.27723
6.4892,16777,Methylphosphonic acid,0.5099,M5-4,5,4,ya,0.874,19195.65217
6.4892,2937,Semioxamazide,0.6901,M7-1,7,1,yf,1.24,2368.548387
6.4893,19570,8-Azaadenine,0.6977,M4-4,4,4,ya,0.59,33169.49153
6.4893,2844,"2-Phenyl-4-formyl-2H,1,2,3-triazole",0.5825,M5-5,5,5,ya,0.928,3064.655172
6.4893,13129,"1H-Pyrazole-4-carboxylic acid, 1-methyl-",0.5651,M6-2,6,2,ya,0.936,14026.7094
6.4893,4630,"Hydrazinecarbodithioic acid, methyl ester",0.5349,M8-4,8,4,yf,1.01,4584.158416
6.4893,5579,"2-Propanesulfinic acid, methyl ester",0.5584,M10-1,10,1,yf,1.07,5214.018692
6.4893,206175,[8871] 2-hydroxypyridine [6.519],0.8288,M11-1,11,1,ya,1.05,196357.1429
6.4894,9682029,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.901,M12-3,12,3,yf,1.069914829,9049345.555
6.4943,273947,[8871] 2-hydroxypyridine [6.519],0.8283,M5-1,5,1,ya,0.973,281548.8181
6.4943,958810,"2-Propanol, 1,3-dibromo-",0.6526,M5-6,5,6,ya,0.652816243,1468728.773
6.4944,43870,"2,2,4,4-Tetramethyl-2,4-disilathietane",0.5042,M3-4,3,4,ya,0.926,47375.80994
6.4944,2245,"2,3,4-Trifluorobenzoic acid, 2-methylbutyl ester",0.578,M4-1,4,1,ya,1.32,1700.757576
6.4944,199099,[8871] 2-hydroxypyridine [6.519],0.7759,M11-5,11,5,ya,0.976,203994.877
6.4945,132045,[8871] 2-hydroxypyridine [6.519],0.867,M9-1,9,1,yf,1.08,122263.8889
6.4945,13914,5-Phenyl-o-anisidine,0.5611,M9-2,9,2,yf,1.25,11131.2
6.4995,30078,N-Trifluoroacetyl glycine,0.586,M3-5,3,5,ya,0.892,33719.73094
6.4995,286401,[8871] 2-hydroxypyridine [6.519],0.7316,M9-6,9,6,yf,1.067246333,268355.1033
6.4995,14547,"Methyl 3-[1-(2,6-dichlorobenzoyl)-5-formylpyrrol-2-yl]prop-2-enoate",0.5621,M12-5,12,5,yf,1.01,14402.9703
6.4996,1985402,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8795,M1-6,1,6,ya,1.065342613,1863627.697
6.4996,9566,"Sulfur, pentafluoro(trifluoromethyl)-, (OC-6-21)-",0.7489,M6-4,6,4,ya,1.01,9471.287129
6.4996,1886340,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8213,M7-6,7,6,yf,0.978901865,1926996.022
6.4996,8376582,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8966,M11-3,11,3,ya,1.052280991,7960404.181
6.4997,10203427,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8898,M5-3,5,3,ya,1.117931054,9127062.857
6.4997,839934,"Ether, 2-chloro-2-chloroethyl-1-methoxyethyl-",0.666,M11-6,11,6,ya,0.703655099,1193672.868
6.5047,301000,[8871] 2-hydroxypyridine [6.519],0.7645,M3-1,3,1,ya,0.949,317175.9747
6.5047,148509,[8871] 2-hydroxypyridine [6.519],0.7314,M8-5,8,5,yf,1.19,124797.479
6.5047,117911,[8871] 2-hydroxypyridine [6.519],0.7583,M10-2,10,2,yf,0.923,127747.5623
6.5047,1087694,"2-Propanol, 1,3-dibromo-",0.6929,M10-6,10,6,yf,1.004145856,1083203.196
6.5048,402697,[8871] 2-hydroxypyridine [6.519],0.7841,M1-4,1,4,ya,0.736,547142.663
6.5048,297267,[8871] 2-hydroxypyridine [6.519],0.9004,M6-2,6,2,ya,0.936,317592.9487
6.5048,101741,"d-Proline, n-propargyloxycarbonyl-, pentyl ester",0.6966,M7-4,7,4,yf,0.985,103290.3553
6.5048,155459,[8871] 2-hydroxypyridine [6.519],0.7583,M8-1,8,1,yf,0.94,165381.9149
6.5048,111568,[8871] 2-hydroxypyridine [6.519],0.7093,M8-2,8,2,yf,0.957,116580.9822
6.5048,4454792,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8978,M8-3,8,3,yf,0.958779423,4646315.817
6.5048,110168,[8871] 2-hydroxypyridine [6.519],0.7687,M10-1,10,1,yf,1.07,102960.7477
6.5048,47367,"l-Norvaline, N-(2-methoxyethoxycarbonyl)-, heptyl ester",0.6389,M12-2,12,2,yf,1.17,40484.61538
6.5049,599859,[8871] 2-hydroxypyridine [6.519],0.6076,M3-2,3,2,ya,0.959,625504.6924
6.5049,691560,[8871] 2-hydroxypyridine [6.519],0.9065,M6-1,6,1,ya,1.21,571537.1901
6.5098,356838,[8871] 2-hydroxypyridine [6.519],0.8072,M1-1,1,1,ya,1.05,339845.7143
6.5098,630717,"2-Propanol, 1,3-dibromo-",0.6649,M6-3,6,3,ya,0.991329883,636233.2165
6.5099,301751,[8871] 2-hydroxypyridine [6.519],0.8202,M1-2,1,2,ya,1.02,295834.3137
6.5099,157241,[8871] 2-hydroxypyridine [6.519],0.7583,M3-5,3,5,ya,0.892,176279.148
6.5099,263589,[8871] 2-hydroxypyridine [6.519],0.8371,M4-2,4,2,ya,1.09,241824.7706
6.5099,660640,"Glycine, N-(2-fluorobenzoyl)-, propyl ester",0.624,M6-5,6,5,ya,0.964,685311.2033
6.5099,99785,[8871] 2-hydroxypyridine [6.519],0.7008,M7-5,7,5,yf,1.01,98797.0297
6.5099,148637,[8871] 2-hydroxypyridine [6.519],0.7386,M12-5,12,5,yf,1.01,147165.3465
6.51,396241,[8871] 2-hydroxypyridine [6.519],0.8476,M2-6,2,6,yf,1.073152649,369230.7898
6.51,4471256,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.8583,M3-3,3,3,ya,1.049216459,4261519.117
6.51,2565474,[8871] 2-hydroxypyridine [6.519],0.9262,M4-1,4,1,ya,1.32,1943540.909
6.51,498807,[8871] 2-hydroxypyridine [6.519],0.808,M4-5,4,5,ya,0.974,512122.1766
6.51,14569947,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9169,M4-6,4,6,ya,1.134936486,12837676.09
6.51,302770,[8871] 2-hydroxypyridine [6.519],0.7364,M5-5,5,5,ya,0.928,326260.7759
6.51,325666,[8871] 2-hydroxypyridine [6.519],0.8262,M6-4,6,4,ya,1.01,322441.5842
6.51,366969,[8871] 2-hydroxypyridine [6.519],0.8846,M6-6,6,6,ya,0.872489243,420600.0278
6.51,50073,"3,4-Furandicarboxylic acid, 2-methyl-, dimethyl ester",0.5423,M7-4,7,4,yf,0.985,50835.53299
6.51,123769,[8871] 2-hydroxypyridine [6.519],0.7257,M9-5,9,5,yf,1.03,120164.0777
6.51,565042,"Glycine, N-(2-fluorobenzoyl)-, propyl ester",0.6358,M11-2,11,2,ya,0.933,605618.4352
6.51,189872,[8871] 2-hydroxypyridine [6.519],0.6827,M11-4,11,4,ya,0.786,241567.43
6.51,143931,[8871] 2-hydroxypyridine [6.519],0.7081,M12-1,12,1,yf,1.11,129667.5676
6.51,71718,"l-Proline, n-propargyloxycarbonyl-, propargyl ester",0.8406,M12-2,12,2,yf,1.17,61297.4359
6.5101,653494,[8871] 2-hydroxypyridine [6.519],0.9165,M4-4,4,4,ya,0.59,1107616.949
6.5101,153492,[8871] 2-hydroxypyridine [6.519],0.7443,M5-2,5,2,ya,0.945,162425.3968
6.5101,139267,[8871] 2-hydroxypyridine [6.519],0.7268,M9-2,9,2,yf,1.25,111413.6
6.5101,7203,"Furane-2-carboxaldehyde, 5-(4-nitrophenoxymethyl)-",0.7187,M11-1,11,1,ya,1.05,6860
6.5101,105607,[8871] 2-hydroxypyridine [6.519],0.7957,M12-4,12,4,yf,0.947,111517.4234
6.515,1212003,"2-Propanol, 1,3-dibromo-",0.6567,M1-3,1,3,ya,1.130067207,1072505.239
6.5151,404079,[8871] 2-hydroxypyridine [6.519],0.8189,M1-5,1,5,ya,1.08,374147.2222
6.5151,217097,"l-Norvaline, N-(2-methoxyethoxycarbonyl)-, heptyl ester",0.5334,M10-3,10,3,yf,0.904217838,240093.693
6.5152,1878,"1,2-Benzenediol, o-(4-methoxybenzoyl)-o'-(2,2,3,3,4,4,4-heptafluorobutyryl)-",0.6024,M6-2,6,2,ya,0.936,2006.410256
6.5152,130029,[8871] 2-hydroxypyridine [6.519],0.7007,M7-1,7,1,yf,1.24,104862.0968
6.5152,259340,"Glycine, N-(2-fluorobenzoyl)-, propyl ester",0.6286,M9-4,9,4,yf,0.874,296727.6888
6.5153,150453,[8871] 2-hydroxypyridine [6.519],0.6696,M2-1,2,1,yf,1.26,119407.1429
6.5153,131613,[8871] 2-hydroxypyridine [6.519],0.7207,M8-4,8,4,yf,1.01,130309.901
6.5202,365867,"Glycine, N-(2-fluorobenzoyl)-, propyl ester",0.624,M10-5,10,5,yf,0.73,501187.6712
6.5203,572030,"2-Propanol, 1,3-dibromo-",0.5891,M5-1,5,1,ya,0.973,587903.3916
6.5203,230917,[8871] 2-hydroxypyridine [6.519],0.6129,M5-4,5,4,ya,0.874,264207.0938
6.5203,6177524,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9232,M5-6,5,6,ya,0.652816243,9462883.413
6.5203,4525,"1-Pentyne, 3-ethyl-3-methoxy-",0.589,M8-5,8,5,yf,1.19,3802.521008
6.5204,841451,"4-Fluorobenzoic acid, 4-chloro-2-methylphenyl ester",0.6426,M1-6,1,6,ya,1.065342613,789840.7423
6.5204,1009167,"Benzamide, 2-fluoro-N-[2-(4-pyridinyl)ethyl]-",0.6141,M11-1,11,1,ya,1.05,961111.4286
6.5204,22949,N-(2-Chlorophenyl)-2-chlorobenzene-sulphenamide,0.52,M12-1,12,1,yf,1.11,20674.77477
6.5205,103387,"6,6-Dimethyl-2-(2-methyl-allyl)-1,6-dihydropyrimidine-4-carbonitrile",0.5389,M3-6,3,6,ya,0.902066748,114611.2527
6.5205,255413,"2-Propanol, 1,3-dibromo-",0.6905,M9-1,9,1,yf,1.08,236493.5185
6.5254,3157,"5-Oxazolecarbonitrile, 4-methyl-",0.6411,M4-2,4,2,ya,1.09,2896.330275
6.5255,375595,[8871] 2-hydroxypyridine [6.519],0.7716,M3-4,3,4,ya,0.926,405610.1512
6.5255,22994,"4,5-Bis(methylamino)-fluorene",0.551,M10-2,10,2,yf,0.923,24912.24269
6.5256,629620,"Silane, (3-chloropropyl)ethoxydimethyl-",0.5177,M11-5,11,5,ya,0.976,645102.459
6.5257,98885,[8871] 2-hydroxypyridine [6.519],0.7725,M2-4,2,4,yf,0.947,104419.2186
6.5257,265799,2-Butylbenzofuran,0.6436,M7-3,7,3,yf,1.165711342,228014.4238
6.5306,319712,"1,2-Naphthoquinone, 5-methoxy-7-methyl-",0.5955,M1-3,1,3,ya,1.130067207,282914.147
6.5306,409611,"2-Propanol, 1,3-dibromo-",0.6728,M3-1,3,1,ya,0.949,431623.8145
6.5307,98772,"1-Propanone, 1-(2-furanyl)-",0.6013,M3-5,3,5,ya,0.892,110730.9417
6.5307,146722,"3H-Pyrazol-3-one, 2,4-dihydro-2-methyl-5-phenyl-",0.7931,M8-3,8,3,yf,0.958779423,153029.9842
6.5307,317208,"2-Propanol, 1,3-dibromo-",0.658,M10-2,10,2,yf,0.923,343670.6392
6.5307,390300,"Glycine, N-(2-fluorobenzoyl)-, propyl ester",0.661,M10-4,10,4,yf,1.05,371714.2857
6.5307,3587808,LACTIC ACID,0.9103,M10-6,10,6,yf,1.004145856,3572994.878
6.5308,417175,"2-Propanol, 1,3-dibromo-",0.6143,M2-1,2,1,yf,1.26,331091.2698
6.5308,523756,"Glycine, N-(2-fluorobenzoyl)-, propyl ester",0.6618,M2-5,2,5,yf,0.825,634855.7576
6.5308,352778,"2-Propanol, 1,3-dibromo-",0.6519,M8-1,8,1,yf,0.94,375295.7447
6.5308,281799,"2-Propanol, 1,3-dibromo-",0.6632,M8-2,8,2,yf,0.957,294460.815
6.5308,221942,"2-Propanol, 1,3-dibromo-",0.6062,M12-4,12,4,yf,0.947,234363.2524
6.5358,276646,"2-Propanol, 1,3-dibromo-",0.6251,M1-1,1,1,ya,1.05,263472.381
6.5358,394186,"2-Propanol, 1,3-dibromo-",0.6141,M1-2,1,2,ya,1.02,386456.8627
6.5358,258198,"2-Propanol, 1,3-dibromo-",0.6566,M1-5,1,5,ya,1.08,239072.2222
6.5358,1130471,"2-Propanol, 1,3-dibromo-",0.6128,M9-6,9,6,yf,1.067246333,1059240.931
6.5358,453068,"2-Propanol, 1,3-dibromo-",0.6252,M12-5,12,5,yf,1.01,448582.1782
6.5359,381142,"Benzamide, 2-fluoro-N-[2-(4-pyridinyl)ethyl]-",0.6374,M1-4,1,4,ya,0.736,517855.9783
6.5359,731500,"Glycine, N-(2-fluorobenzoyl)-, propyl ester",0.6669,M2-2,2,2,yf,1.01,724257.4257
6.5359,1645141,"2-Propanol, 1,3-dibromo-",0.6224,M2-6,2,6,yf,1.073152649,1532998.127
6.5359,986545,"2-Propanol, 1,3-dibromo-",0.6181,M4-5,4,5,ya,0.974,1012879.877
6.5359,233834,"2-Propanol, 1,3-dibromo-",0.6462,M5-4,5,4,ya,0.874,267544.6224
6.5359,277230,"2-Propanol, 1,3-dibromo-",0.655,M6-4,6,4,ya,1.01,274485.1485
6.5359,256608,"2-Propanol, 1,3-dibromo-",0.6583,M7-1,7,1,yf,1.24,206941.9355
6.5359,371933,"2-Propanol, 1,3-dibromo-",0.6376,M7-5,7,5,yf,1.01,368250.495
6.5359,360881,"2-Propanol, 1,3-dibromo-",0.5843,M9-5,9,5,yf,1.03,350369.9029
6.5359,249240,"2-Propanol, 1,3-dibromo-",0.6617,M11-4,11,4,ya,0.786,317099.2366
6.5359,821439,"2-Propanol, 1,3-dibromo-",0.5969,M12-2,12,2,yf,1.17,702084.6154
6.536,476592,"2-Propanol, 1,3-dibromo-",0.6106,M2-4,2,4,yf,0.947,503265.0475
6.536,404275,"2-Propanol, 1,3-dibromo-",0.5877,M4-1,4,1,ya,1.32,306268.9394
6.536,235819,"Ether, 2-chloro-2-chloroethyl-1-methoxyethyl-",0.7336,M4-4,4,4,ya,0.59,399693.2203
6.536,370061,"2-Propanol, 1,3-dibromo-",0.6587,M5-2,5,2,ya,0.945,391598.9418
6.536,286417,"2-Fluorobenzoic acid, 2-formyl-4,6-dichlorophenyl ester",0.652,M5-5,5,5,ya,0.928,308639.0086
6.536,444897,"2-Propanol, 1,3-dibromo-",0.64,M6-2,6,2,ya,0.936,475317.3077
6.536,366624,"2-Propanol, 1,3-dibromo-",0.635,M7-4,7,4,yf,0.985,372207.1066
6.536,425224,"2-Propanol, 1,3-dibromo-",0.6303,M9-2,9,2,yf,1.25,340179.2
6.536,357124,"2-Propanol, 1,3-dibromo-",0.5969,M12-1,12,1,yf,1.11,321733.3333
6.541,355448,"2-Propanol, 1,3-dibromo-",0.6095,M4-2,4,2,ya,1.09,326099.0826
6.541,467748,"Glycine, N-(2-fluorobenzoyl)-, propyl ester",0.6759,M7-2,7,2,yf,1.23,380282.9268
6.541,336295,"2-Propanol, 1,3-dibromo-",0.5991,M8-5,8,5,yf,1.19,282600.8403
6.5411,594788,"2H-Indol-2-one, 1-[(2-chlorophenyl)methyl]-1,3-dihydro-3-hydroxy-3-(4-pyridinylmethyl)-",0.5057,M7-6,7,6,yf,0.978901865,607607.3827
6.5411,331152,"2-Propanol, 1,3-dibromo-",0.6134,M10-1,10,1,yf,1.07,309487.8505
6.5412,1323601,"2-Propanol, 1,3-dibromo-",0.6182,M6-6,6,6,ya,0.872489243,1517039.907
6.5412,360105,"2-Propanol, 1,3-dibromo-",0.5773,M8-4,8,4,yf,1.01,356539.604
6.5412,2035604,"Propanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9369,M9-1,9,1,yf,1.08,1884818.519
6.5462,114179,"6H-Indolo[3,2,1-de][1,5]naphthyridin-6-one",0.5312,M9-3,9,3,yf,1.046478288,109107.8537
6.5463,178807,4-Methylurazole,0.6238,M2-5,2,5,yf,0.825,216735.7576
6.5463,24174,N-Formyl-dl-methionine,0.5466,M8-2,8,2,yf,0.957,25260.18809
6.5514,30369,"1,2-Benzenedicarboxylic acid, 4,5-dimethyl-, diethyl ester",0.5295,M2-2,2,2,yf,1.01,30068.31683
6.5514,35612,"2-Cyclopentenone, 2-(4-chloroanilino)-4-hydroxy-",0.516,M10-4,10,4,yf,1.05,33916.19048
6.5515,60891,2-Isopropyl-3-methoxycyclopropanecarboxylic acid,0.6236,M6-2,6,2,ya,0.936,65054.48718
6.5515,50273,2-Isopropyl-3-methoxycyclopropanecarboxylic acid,0.7119,M7-1,7,1,yf,1.24,40542.74194
6.5515,33422,2-(2-Dipropylaminoethyl)-pyridine,0.7458,M7-4,7,4,yf,0.985,33930.96447
6.5515,58690,"Cyclopropanecarbonitrile, 1-(4-chlorophenyl)-",0.5237,M11-2,11,2,ya,0.933,62904.60879
6.5515,32311,(tert-Butoxymethyl)oxirane,0.802,M12-2,12,2,yf,1.17,27616.23932
6.5516,26412,"1,4-Benzenediamine, N,N'-bis(1-methylethyl)-",0.558,M5-2,5,2,ya,0.945,27949.20635
6.5516,343450,"2-Propanol, 1,3-dibromo-",0.5945,M6-1,6,1,ya,1.21,283842.9752
6.5566,121481,1-Methyl-1-(p-dimethylaminophenyl)-1-silacyclobutane,0.5335,M1-5,1,5,ya,1.08,112482.4074
6.5566,206938,"Acetamide, 2,2'-thiobis-",0.6737,M5-1,5,1,ya,0.973,212680.37
6.5566,141949,"4,6-Dimethyl-2-thioxo-1,2-dihydro-3-pyridinecarbonitrile tbdms",0.6144,M10-6,10,6,yf,1.004145856,141362.9297
